t,x,y,z,rx,ry,rz
10.9,-2.27615555901673,-2.30015073082304,2.80235989464504,-0.00500707990078913,0.00470057294426906,0.0257244945356484
10.95,-2.25759263404098,-2.27312831358378,2.77131833783112,-0.00439346470436838,0.0042489697508071,0.0254516308075891
11,-2.23888062550023,-2.24575714626235,2.73811375433225,-0.00377635644088927,0.00379306934728723,0.0251769673483651
11.05,-2.22005382187899,-2.21807412752485,2.70276828352213,-0.00315621519659593,0.00333331904414343,0.0249008433103566
11.1,-2.20114189518657,-2.19011558926628,2.66530773170681,-0.00253353327651045,0.00287024526758468,0.0246235832724445
11.15,-2.18217866539354,-2.16191693174717,2.62576594233482,-0.00190883422704857,0.00240439519578479,0.0243454972400106
11.2,-2.16319860564013,-2.13351154346121,2.58417266717853,-0.00128266901374856,0.00193621980436918,0.0240668660888914
11.25,-2.14422866598126,-2.10493079163487,2.54055959810555,-0.000655584308638709,0.00146617589836297,0.0237879291037274
11.3,-2.12529732528569,-2.07620731288729,2.49496156212795,-0.000028092592747298,0.000994691380138866,0.0235089525694026
11.35,-2.10642151515015,-2.04737690929568,2.44741303426586,0.000599355786618786,0.000522184640025163,0.0232302465262052
11.4,-2.08762114855899,-2.01847748997011,2.39795212525349,0.00122638814930437,0.0000491531666718482,0.0229521376125048
11.45,-2.06891448488453,-1.98954999845261,2.34661914487631,0.00185271227483278,-0.000423887207860652,0.0226749961697154
11.5,-2.05031676025972,-1.96064023765062,2.29345660532772,0.00247811092207203,-0.000896361833916118,0.0223992612005037
11.55,-2.03185024874142,-1.93179629572166,2.23851095994192,0.00310238552491311,-0.00136760291361615,0.0221254029314768
11.6,-2.01353893868588,-1.90306214319671,2.18183015437966,0.0037252736905563,-0.00183695893300428,0.0218538374840349
11.65,-1.995409446765,-1.87447626256076,2.12346696822513,0.00434641518304396,-0.00230373395949455,0.021584887342664
11.7,-1.97749634689634,-1.84607450091417,2.06347464943167,0.00496538218726985,-0.00276721006935246,0.0213188521105835
11.75,-1.95982858677768,-1.81789270567305,2.00190715258479,0.00558171672883826,-0.00322680509055272,0.021056027237129
11.8,-1.94244008465292,-1.78996599061875,1.93881709626379,0.00619494077952034,-0.00368199470873472,0.0207967040177528
11.85,-1.92536057823113,-1.76232986367503,1.87426119645839,0.0068045872368484,-0.00413228194139396,0.0205411799438259
11.9,-1.90861055274149,-1.7350225048782,1.80829054469857,0.00741022388748646,-0.00457728939598629,0.0202897962621237
